"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","LOPQ010.fasta","LOPR010.fasta"
"cmoB","","tRNA U34 carboxymethyltransferase","2","2","1","87","502","","","","971","971","971","PHNCKJFH_02466","JLKMCBGM_01890"
"puuC","","NADP/NAD-dependent aldehyde dehydrogenase PuuC","2","2","1","87","172","","","","1487","1487","1487","PHNCKJFH_04234","JLKMCBGM_01203"
"ydiB","","Quinate/shikimate dehydrogenase","2","2","1","87","682","","","","866","866","866","PHNCKJFH_02058","JLKMCBGM_01710"
"cbpA","","Curved DNA-binding protein","2","2","1","84","523","","","","920","920","920","PHNCKJFH_02150","JLKMCBGM_03939"
"group_4283","","hypothetical protein","2","2","1","86","217","","","","1070","1070","1070","PHNCKJFH_00191","JLKMCBGM_04656"
"group_4284","","hypothetical protein","2","2","1","86","182","","","","1310","1310","1310","PHNCKJFH_00158","JLKMCBGM_04625"
"kefC_2","","Glutathione-regulated potassium-efflux system protein KefC","2","2","1","79","16","","","","1805","1805","1805","PHNCKJFH_02322","JLKMCBGM_04419"
"rsxC","","Ion-translocating oxidoreductase complex subunit C","2","2","1","87","744","","","","2222","2222","2222","PHNCKJFH_01993","JLKMCBGM_01645"
"group_4287","ydjF_2","putative HTH-type transcriptional regulator YdjF","2","2","1","86","605","","","","731","731","731","PHNCKJFH_00474","JLKMCBGM_03392"
"nadB","","L-aspartate oxidase","2","2","1","85","380","","","","1622","1622","1622","PHNCKJFH_02807","JLKMCBGM_02949"
"gadE","","Transcriptional regulator GadE","2","2","1","72","7","","","","527","527","527","PHNCKJFH_00977","JLKMCBGM_04785"
"menC","","o-succinylbenzoate synthase","2","2","1","85","264","","","","962","962","962","PHNCKJFH_03096","JLKMCBGM_00914"
"gltB","","Glutamate synthase [NADPH] large chain","2","2","1","86","83","","","","4553","4553","4553","PHNCKJFH_00057","JLKMCBGM_01400"
"rsmE","","Ribosomal RNA small subunit methyltransferase E","2","2","1","86","360","","","","731","731","731","PHNCKJFH_00325","JLKMCBGM_02568"
"yfcG","","Disulfide-bond oxidoreductase YfcG","2","2","1","85","304","","","","647","647","647","PHNCKJFH_03059","JLKMCBGM_00956"
"yraJ_1","","Outer membrane usher protein YraJ","2","2","1","86","149","","","","2516","2516","2516","PHNCKJFH_00125","JLKMCBGM_01332"
"nrdG","","Anaerobic ribonucleoside-triphosphate reductase-activating protein","2","2","1","83","278","","","","464","464","464","PHNCKJFH_01788","JLKMCBGM_00511"
"feaB","","Phenylacetaldehyde dehydrogenase","2","2","1","87","115","","","","1499","1499","1499","PHNCKJFH_03472","JLKMCBGM_01146"
"fryA_1","","Multiphosphoryl transfer protein 1","2","2","1","85","586","","","","2495","2495","2495","PHNCKJFH_02994","JLKMCBGM_03475"
"rbsC_1","","Ribose import permease protein RbsC","2","2","1","80","6","","","","965","965","965","PHNCKJFH_00991","JLKMCBGM_01021"
"dosP","","Oxygen sensor protein DosP","2","2","1","71","4","","","","2399","2399","2399","PHNCKJFH_03258","JLKMCBGM_00153"
"yjeH","","L-methionine/branched-chain amino acid exporter YjeH","2","2","1","83","383","","","","1256","1256","1256","PHNCKJFH_01687","JLKMCBGM_00407"
"ydcS","","Bifunctional polyhydroxybutyrate synthase / ABC transporter periplasmic binding protein","2","2","1","87","63","","","","1145","1145","1145","PHNCKJFH_01288","JLKMCBGM_04242"
"lutC","","Lactate utilization protein C","2","2","1","82","141","","","","695","695","695","PHNCKJFH_03957","JLKMCBGM_00328"
"yicI","","Alpha-xylosidase","2","2","1","80","114","","","","2318","2318","2318","PHNCKJFH_00675","JLKMCBGM_04276"
"alaS","","Alanine--tRNA ligase","2","2","1","86","497","","","","2630","2630","2630","PHNCKJFH_01147","JLKMCBGM_03283"
"rbbA","","Ribosome-associated ATPase","2","2","1","72","40","","","","2735","2735","2735","PHNCKJFH_00692","JLKMCBGM_04810"
"catM","","HTH-type transcriptional regulator CatM","2","2","1","87","81","","","","923","923","923","PHNCKJFH_01200","JLKMCBGM_04224"
"lpxH","","UDP-2,3-diacylglucosamine hydrolase","2","2","1","82","42","","","","722","722","722","PHNCKJFH_04156","JLKMCBGM_00289"
"ybbJ","","Inner membrane protein YbbJ","2","2","1","82","72","","","","458","458","458","PHNCKJFH_04126","JLKMCBGM_02402"
"secA","","Protein translocase subunit SecA","2","2","1","81","110","","","","2705","2705","2705","PHNCKJFH_01351","JLKMCBGM_02205"
"yibL","","putative protein YibL","2","2","1","80","60","","","","362","362","362","PHNCKJFH_00621","JLKMCBGM_00107"
"dgcP","","Diguanylate cyclase DgcP","2","2","1","87","580","","","","1025","1025","1025","PHNCKJFH_02371","JLKMCBGM_01811"
"gss","","Bifunctional glutathionylspermidine synthetase/amidase","2","2","1","86","301","","","","1859","1859","1859","PHNCKJFH_00276","JLKMCBGM_04742"
"bglA","","6-phospho-beta-glucosidase BglA","2","2","1","86","400","","","","1433","1433","1433","PHNCKJFH_00365","JLKMCBGM_02609"
"hisS","","Histidine--tRNA ligase","2","2","1","85","440","","","","1274","1274","1274","PHNCKJFH_02867","JLKMCBGM_02889"
"group_4315","","hypothetical protein","2","2","1","82","78","","","","794","794","794","PHNCKJFH_04120","JLKMCBGM_02396"
"group_4316","dadA_1","D-amino acid dehydrogenase","2","2","1","87","675","","","","1289","1289","1289","PHNCKJFH_02065","JLKMCBGM_01717"
"fucO","","Lactaldehyde reductase","2","2","1","86","599","","","","1148","1148","1148","PHNCKJFH_00480","JLKMCBGM_03386"
"ghrB","","Glyoxylate/hydroxypyruvate reductase B","2","2","1","74","12","","","","974","974","974","PHNCKJFH_01856","JLKMCBGM_00207"
"rsxG","","Ion-translocating oxidoreductase complex subunit G","2","2","1","87","742","","","","620","620","620","PHNCKJFH_01995","JLKMCBGM_01647"
"mngR_2","","Mannosyl-D-glycerate transport/metabolism system repressor MngR","2","2","1","84","286","","","","722","722","722","PHNCKJFH_03593","JLKMCBGM_03669"
"arnC_4","","Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase","2","2","1","82","189","","","","1196","1196","1196","PHNCKJFH_04006","JLKMCBGM_00378"
"aas","","Bifunctional protein Aas","2","2","1","86","634","","","","2159","2159","2159","PHNCKJFH_00442","JLKMCBGM_03424"
"tsaR_1","","HTH-type transcriptional regulator TsaR","2","2","1","86","174","","","","938","938","938","PHNCKJFH_00150","JLKMCBGM_04617"
"queC","","7-cyano-7-deazaguanine synthase","2","2","1","82","264","","","","695","695","695","PHNCKJFH_04083","JLKMCBGM_02359"
"rpoN","","RNA polymerase sigma-54 factor","2","2","1","86","93","","","","1433","1433","1433","PHNCKJFH_00067","JLKMCBGM_01390"
"moeA","","Molybdopterin molybdenumtransferase","2","2","1","84","376","","","","1235","1235","1235","PHNCKJFH_00923","JLKMCBGM_03767"
"leuE","","Leucine efflux protein","2","2","1","87","576","","","","638","638","638","PHNCKJFH_02375","JLKMCBGM_01815"
"gntP","","High-affinity gluconate transporter","2","2","1","83","154","","","","1343","1343","1343","PHNCKJFH_01832","JLKMCBGM_04577"
"group_4329","","hypothetical protein","2","2","1","83","482","","","","707","707","707","PHNCKJFH_03398","JLKMCBGM_03598"
"group_4330","","hypothetical protein","2","2","1","87","279","","","","440","440","440","PHNCKJFH_03743","JLKMCBGM_00014"
"ptrB","","Protease 2","2","2","1","87","529","","","","2060","2060","2060","PHNCKJFH_02421","JLKMCBGM_01862"
"yphF","","ABC transporter periplasmic-binding protein YphF","2","2","1","85","406","","","","983","983","983","PHNCKJFH_02833","JLKMCBGM_02923"
"bcr","","Bicyclomycin resistance protein","2","2","1","85","191","","","","1190","1190","1190","PHNCKJFH_03168","JLKMCBGM_00834"
"tesA","","Thioesterase 1/protease 1/lysophospholipase L1","2","2","1","82","66","","","","593","593","593","PHNCKJFH_04132","JLKMCBGM_02408"
"msrA","","Peptide methionine sulfoxide reductase MsrA","2","2","1","83","293","","","","638","638","638","PHNCKJFH_01774","JLKMCBGM_00495"
"rplO","","50S ribosomal protein L15","2","2","1","76","39","","","","434","434","434","PHNCKJFH_03803","JLKMCBGM_02683"
"malZ","","Maltodextrin glucosidase","2","2","1","82","223","","","","1817","1817","1817","PHNCKJFH_04042","JLKMCBGM_02318"
"rutR","","HTH-type transcriptional regulator RutR","2","2","1","84","510","","","","638","638","638","PHNCKJFH_02163","JLKMCBGM_03952"
"yaaA","","Peroxide stress resistance protein YaaA","2","2","1","83","62","","","","776","776","776","PHNCKJFH_00542","JLKMCBGM_04497"
"fixB_2","","Protein FixB","2","2","1","81","183","","","","941","941","941","PHNCKJFH_01298","JLKMCBGM_02259"
"pepD","","Cytosol non-specific dipeptidase","2","2","1","84","166","","","","1457","1457","1457","PHNCKJFH_01485","JLKMCBGM_00676"
"flgD","","Basal-body rod modification protein FlgD","2","2","1","87","905","","","","695","695","695","PHNCKJFH_03648","JLKMCBGM_02059"
"rbsB","","Ribose import binding protein RbsB","2","2","1","80","5","","","","890","890","890","PHNCKJFH_00990","JLKMCBGM_01020"
"aroC","","Chorismate synthase","2","2","1","85","332","","","","1085","1085","1085","PHNCKJFH_03032","JLKMCBGM_00983"
"fhuD","","Iron(3 )-hydroxamate-binding protein FhuD","2","2","1","81","58","","","","890","890","890","PHNCKJFH_01403","JLKMCBGM_02153"
"comM","","Competence protein ComM","2","2","1","77","50","","","","1520","1520","1520","PHNCKJFH_02712","JLKMCBGM_03110"
"fmt","","Methionyl-tRNA formyltransferase","2","2","1","76","52","","","","947","947","947","PHNCKJFH_03817","JLKMCBGM_02669"
"tauB","","Taurine import ATP-binding protein TauB","2","2","1","82","192","","","","767","767","767","PHNCKJFH_04009","JLKMCBGM_02285"
"waaA","","3-deoxy-D-manno-octulosonic acid transferase","2","2","1","80","90","","","","1277","1277","1277","PHNCKJFH_00651","JLKMCBGM_00137"
"eco","","Ecotin","2","2","1","85","216","","","","488","488","488","PHNCKJFH_03142","JLKMCBGM_00860"
"chbG","","Chitooligosaccharide deacetylase ChbG","2","2","1","87","642","","","","749","749","749","PHNCKJFH_02099","JLKMCBGM_01751"
"vsr","","Very short patch repair protein","2","2","1","87","421","","","","470","470","470","PHNCKJFH_01223","JLKMCBGM_01972"
"rcsA","","Transcriptional regulatory protein RcsA","2","2","1","87","429","","","","623","623","623","PHNCKJFH_01231","JLKMCBGM_01964"
"glpB","","Anaerobic glycerol-3-phosphate dehydrogenase subunit B","2","2","1","85","242","","","","1259","1259","1259","PHNCKJFH_03117","JLKMCBGM_00892"
"trmH_1","","tRNA (guanosine(18)-2'-O)-methyltransferase","2","2","1","80","109","","","","689","689","689","PHNCKJFH_00670","JLKMCBGM_04281"
"thlA","","Acetyl-CoA acetyltransferase","2","2","1","86","642","","","","1181","1181","1181","PHNCKJFH_00434","JLKMCBGM_03432"
"mglA_2","","Galactose/methyl galactoside import ATP-binding protein MglA","2","2","1","85","407","","","","1511","1511","1511","PHNCKJFH_02834","JLKMCBGM_02922"
"rhtB","","Homoserine/homoserine lactone efflux protein","2","2","1","77","25","","","","620","620","620","PHNCKJFH_02768","JLKMCBGM_03054"
"pdeL","","Cyclic di-GMP phosphodiesterase PdeL","2","2","1","82","147","","","","1088","1088","1088","PHNCKJFH_03963","JLKMCBGM_00334"
"katE","","Catalase HPII","2","2","1","87","643","","","","2261","2261","2261","PHNCKJFH_02098","JLKMCBGM_01750"
"yhbO","","Protein/nucleic acid deglycase 2","2","2","1","86","140","","","","518","518","518","PHNCKJFH_00116","JLKMCBGM_01341"
"thiI","","tRNA sulfurtransferase","2","2","1","82","243","","","","1448","1448","1448","PHNCKJFH_04062","JLKMCBGM_02338"
"group_4363","","Epimerase family protein","2","2","1","85","306","","","","893","893","893","PHNCKJFH_03057","JLKMCBGM_00958"
"narQ","","Nitrate/nitrite sensor protein NarQ","2","2","1","85","515","","","","1700","1700","1700","PHNCKJFH_02917","JLKMCBGM_02789"
"glmS","","Glutamine--fructose-6-phosphate aminotransferase [isomerizing]","2","2","1","80","27","","","","1829","1829","1829","PHNCKJFH_01012","JLKMCBGM_01042"
"group_4366","","hypothetical protein","2","2","1","86","340","","","","707","707","707","PHNCKJFH_00305","JLKMCBGM_02548"
"wbdD","","O-antigen chain terminator bifunctional methyltransferase/kinase WbdD","2","2","1","75","30","","","","2126","2126","2126","PHNCKJFH_02670","JLKMCBGM_00620"
"hemA","","Glutamyl-tRNA reductase","2","2","1","87","264","","","","1256","1256","1256","PHNCKJFH_03758","JLKMCBGM_00029"
"yjfF","","Inner membrane ABC transporter permease protein YjfF","2","2","1","83","284","","","","995","995","995","PHNCKJFH_01782","JLKMCBGM_00505"
"fsaB","","Fructose-6-phosphate aldolase 2","2","2","1","78","22","","","","662","662","662","PHNCKJFH_03278","JLKMCBGM_01452"
"hypE","","Carbamoyl dehydratase HypE","2","2","1","86","530","","","","1010","1010","1010","PHNCKJFH_01114","JLKMCBGM_03316"
"gspA","","Putative general secretion pathway protein A","2","2","1","76","17","","","","1469","1469","1469","PHNCKJFH_03781","JLKMCBGM_02705"
"ade","","Adenine deaminase","2","2","1","80","123","","","","1766","1766","1766","PHNCKJFH_01072","JLKMCBGM_04266"
"group_4374","","hypothetical protein","2","2","1","83","503","","","","2096","2096","2096","PHNCKJFH_03420","JLKMCBGM_03620"
"tsr","","Methyl-accepting chemotaxis protein I","2","2","1","83","119","","","","1664","1664","1664","PHNCKJFH_00599","JLKMCBGM_04552"
"csdA","","Cysteine desulfurase CsdA","2","2","1","86","610","","","","1205","1205","1205","PHNCKJFH_00469","JLKMCBGM_03397"
"aroB","","3-dehydroquinate synthase","2","2","1","79","54","","","","1088","1088","1088","PHNCKJFH_02284","JLKMCBGM_04381"
"birA","","Bifunctional ligase/repressor BirA","2","2","1","45","2","","","","965","965","965","PHNCKJFH_01074","JLKMCBGM_02659"
"potH","","Putrescine transport system permease protein PotH","2","2","1","84","405","","","","953","953","953","PHNCKJFH_00878","JLKMCBGM_03796"
"paoA","","Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA","2","2","1","82","123","","","","689","689","689","PHNCKJFH_03938","JLKMCBGM_04852"
"fadK","","Medium-chain fatty-acid--CoA ligase","2","2","1","87","673","","","","1646","1646","1646","PHNCKJFH_02067","JLKMCBGM_01719"
"recD","","RecBCD enzyme subunit RecD","2","2","1","86","616","","","","1826","1826","1826","PHNCKJFH_00460","JLKMCBGM_03406"
"mrcB","","Penicillin-binding protein 1B","2","2","1","81","61","","","","2534","2534","2534","PHNCKJFH_01400","JLKMCBGM_02156"
"purF","","Amidophosphoribosyltransferase","2","2","1","85","315","","","","1517","1517","1517","PHNCKJFH_03049","JLKMCBGM_00966"
"ydcV_1","","Inner membrane ABC transporter permease protein YdcV","2","2","1","84","406","","","","845","845","845","PHNCKJFH_00877","JLKMCBGM_03797"
"fic","","putative protein adenylyltransferase Fic","2","2","1","79","27","","","","602","602","602","PHNCKJFH_02311","JLKMCBGM_04408"
"dhaR","","PTS-dependent dihydroxyacetone kinase operon regulatory protein","2","2","1","87","274","","","","1919","1919","1919","PHNCKJFH_03748","JLKMCBGM_00019"
"nadC","","Nicotinate-nucleotide pyrophosphorylase [carboxylating]","2","2","1","81","101","","","","893","893","893","PHNCKJFH_01360","JLKMCBGM_02196"
"group_4389","","hypothetical protein","2","2","1","85","186","","","","1814","1814","1814","PHNCKJFH_03173","JLKMCBGM_00829"
"group_4390","","hypothetical protein","2","2","1","80","95","","","","668","668","668","PHNCKJFH_00656","JLKMCBGM_00142"
"mlaD","","Intermembrane phospholipid transport system binding protein MlaD","2","2","1","86","102","","","","551","551","551","PHNCKJFH_00076","JLKMCBGM_01381"
"astB","","N-succinylarginine dihydrolase","2","2","1","87","630","","","","1343","1343","1343","PHNCKJFH_02111","JLKMCBGM_01763"
"trpC","","Tryptophan biosynthesis protein TrpCF","2","2","1","87","212","","","","1358","1358","1358","PHNCKJFH_04274","JLKMCBGM_00087"
"malP_1","","Maltodextrin phosphorylase","2","2","1","79","93","","","","2447","2447","2447","PHNCKJFH_02242","JLKMCBGM_04343"
"chbR","","HTH-type transcriptional regulator ChbR","2","2","1","87","640","","","","839","839","839","PHNCKJFH_02101","JLKMCBGM_01753"
"ycbX","","putative protein YcbX","2","2","1","84","573","","","","1109","1109","1109","PHNCKJFH_00757","JLKMCBGM_03887"
"thiD","","Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase","2","2","1","85","112","","","","800","800","800","PHNCKJFH_00706","JLKMCBGM_00754"
"nanE","","Putative N-acetylmannosamine-6-phosphate 2-epimerase","2","2","1","86","71","","","","689","689","689","PHNCKJFH_00051","JLKMCBGM_02525"
"comR","","HTH-type transcriptional repressor ComR","2","2","1","87","940","","","","695","695","695","PHNCKJFH_03683","JLKMCBGM_04007"
"rlhA_1","","23S rRNA 5-hydroxycytidine synthase","2","2","1","87","67","","","","1307","1961","1634","PHNCKJFH_01292","JLKMCBGM_04237"
"nuoE","","NADH-quinone oxidoreductase subunit E","2","2","1","85","286","","","","500","500","500","PHNCKJFH_03077","JLKMCBGM_00938"
"queF","","NADPH-dependent 7-cyano-7-deazaguanine reductase","2","2","1","86","594","","","","848","848","848","PHNCKJFH_00485","JLKMCBGM_03381"
"secG","","Protein-export membrane protein SecG","2","2","1","86","120","","","","332","332","332","PHNCKJFH_00094","JLKMCBGM_01363"
"selU","","tRNA 2-selenouridine synthase","2","2","1","82","63","","","","1094","1094","1094","PHNCKJFH_04135","JLKMCBGM_00269"
"fhuB","","Iron(3 )-hydroxamate import system permease protein FhuB","2","2","1","81","57","","","","1982","1982","1982","PHNCKJFH_01404","JLKMCBGM_02152"
"rihA","","Pyrimidine-specific ribonucleoside hydrolase RihA","2","2","1","84","92","","","","935","935","935","PHNCKJFH_01590","JLKMCBGM_04135"
"rph","","Ribonuclease PH","2","2","1","80","100","","","","716","716","716","PHNCKJFH_00661","JLKMCBGM_00147"
"group_4407","fdnH_1","Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit","2","2","1","86","293","","","","986","986","986","PHNCKJFH_00268","JLKMCBGM_04734"
"mipA_2","","MltA-interacting protein","2","2","1","73","36","","","","740","740","740","PHNCKJFH_01238","JLKMCBGM_03182"
"arnF","","putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF","2","2","1","85","261","","","","386","386","386","PHNCKJFH_03099","JLKMCBGM_00911"
"group_4410","","hypothetical protein","2","2","1","82","158","","","","815","815","815","PHNCKJFH_03974","JLKMCBGM_00345"
"araJ","","Putative transporter AraJ","2","2","1","82","216","","","","1268","1268","1268","PHNCKJFH_04035","JLKMCBGM_02311"
"group_4412","","hypothetical protein","2","2","1","81","23","","","","389","389","389","PHNCKJFH_01438","JLKMCBGM_02118"
"fklB","","FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase","2","2","1","83","305","","","","620","620","620","PHNCKJFH_01763","JLKMCBGM_00483"
